ingredient_id,ingredient_name,language,is_alcoholic,old_category_id,new_category_id,category_name,description,reasoning,processed_at
1100,Crème de noyaux (or amaretto),ENG,True,,3.0,Liqueur,,"Crème de noyaux is described as a liqueur made by infusing fruit kernels (such as apricot, peach, or cherry) in alcohol, then sweetening the result, and is often categorized alongside almond or nut li",2025-08-20T19:22:35.879102
1101,Dry sherry,ENG,True,,12.0,Wine,,"Dry sherry is a type of fortified wine, specifically produced in Spain, and is consistently described in cocktail and spirits references as a wine rather than a spirit, liqueur, or other category. It ",2025-08-20T19:22:36.869715
1102,Chilled apple cider,ENG,True,,6.0,Beer,,"Chilled apple cider, when alcoholic, is classified as 'hard cider,' which is a fermented beverage made from apples. In beverage categorization, hard cider is most closely aligned with beer due to its ",2025-08-20T19:22:34.815034
1103,Egg white (optional,ENG,False,,5.0,Other not alcohol,,"Egg white is a non-alcoholic ingredient commonly used in cocktails to add texture and froth, but it does not fit into categories such as 'Lemonade', 'Syrup', 'Coffee', 'Fruits', 'Juice', or 'Vegetable",2025-08-20T19:22:34.222032
1104,"Chilled prosecco (or other
dry sparkling wine)",ENG,True,,12.0,Wine,,"Prosecco is a type of sparkling wine, specifically an Italian sparkling white wine, and dry sparkling wines are also classified as wines. The ingredient 'Chilled prosecco (or other dry sparkling wine)",2025-08-20T19:22:35.246651
1105,White peach purée (or peach nectar),ENG,False,,5.0,Other not alcohol,,"White peach purée (or peach nectar) is a non-alcoholic ingredient made by blending peaches into a smooth, thick liquid, sometimes with added sugar. It is not a juice (which is typically strained and m",2025-08-20T19:22:51.740525
1106,Chilled guinnes,ENG,True,,6.0,Beer,,"Guinness is a type of stout, which is a style of beer made from water, malted barley, roasted barley, hops, and yeast[1]. It is commonly used in cocktails as a beer ingredient and is not classified as",2025-08-20T19:22:49.065689
1107,Vodka (or gin),ENG,True,,14.0,Vodka,,"The ingredient 'Vodka (or gin)' refers to two distinct base spirits, but only 'Vodka' is present as a category in the provided list. Both vodka and gin are distilled spirits, but gin is not listed as ",2025-08-20T19:22:50.614534
1108,Small fresh mint leaves,ENG,False,,5.0,Other not alcohol,,"Small fresh mint leaves are a non-alcoholic, aromatic herb commonly used in cocktails for flavor and garnish. They do not fit the categories of 'Lemonade', 'Syrup', 'Coffee', 'Other alcohol', 'Fruits'",2025-08-20T19:22:48.697799
1109,"Chilled prosecco (or
champagne)",ENG,True,,12.0,Wine,,"Prosecco and champagne are both types of sparkling wine. They are not spirits, liqueurs, beer, or brandy, but are classified as wine due to their production from fermented grapes and their categorizat",2025-08-20T19:22:49.631221
1110,Absinthe (or pernod),ENG,True,,4.0,Absinthe,,"Absinthe is a distinct, high-proof spirit made from botanicals such as wormwood, anise, and fennel, and is not classified as a liqueur or any other spirit type listed. Pernod is a brand of pastis, whi",2025-08-20T19:23:04.184896
1111,Chilled brut champagne,ENG,True,,12.0,Wine,,Chilled brut champagne is a type of sparkling wine produced in the Champagne region of France and is classified as wine in beverage taxonomy. Multiple cocktail recipes and guides refer to champagne as,2025-08-20T19:23:03.994436
1112,Chilled dry champagne,ENG,True,,12.0,Wine,,"Chilled dry champagne is a type of sparkling wine produced in the Champagne region of France. In cocktail recipes, it is used as a wine ingredient, distinct from spirits like rum, vodka, or liqueurs. ",2025-08-20T19:23:04.582173
1113,"Mandarine napoléon liqueur (or
triple sec)",ENG,True,,3.0,Liqueur,,"Both Mandarine Napoléon liqueur and triple sec are orange-flavored liqueurs, and triple sec is specifically defined as a type of liqueur in multiple authoritative sources[1][2][3][4][5]. Neither is a ",2025-08-20T19:23:03.085566
1114,"Fresh strawberry, hulled",ENG,False,,10.0,Fruits,,"Fresh strawberries are botanically classified as fruits and are used as such in cocktail recipes, either muddled, pureed, or as garnish[1][3][4]. The ingredient 'Fresh strawberry, hulled' refers speci",2025-08-20T19:23:03.613635
1115,Peychaud’s bitters,ENG,True,,3.0,Liqueur,,"Peychaud’s bitters is an alcoholic cocktail ingredient classified as an aromatic or cocktail bitters, which are alcohol-based infusions of botanicals used in small quantities to flavor drinks[1][4][5]",2025-08-20T19:23:20.920378
1116,Rosso (sweet) vermouth,ENG,True,,12.0,Wine,,"Rosso (sweet) vermouth is classified as an aromatized, fortified wine, made from a wine base and fortified with additional alcohol and botanicals. It is not a liqueur, spirit, or beer, but specificall",2025-08-20T19:23:16.972090
1117,Good-quality rum,ENG,True,,1.0,Rum,,"Good-quality rum is a distilled alcoholic spirit made from sugarcane byproducts such as molasses or sugarcane juice, and is classified as 'Rum' according to standard spirit categories. It is used in a",2025-08-20T19:23:16.395803
1118,Aged bacardi (8 years old),ENG,True,,1.0,Rum,,"Aged Bacardi (8 years old) is a type of rum that has been matured in oak barrels for an extended period, resulting in a richer and more complex flavor profile. Bacardi is a well-known rum producer, an",2025-08-20T19:23:17.924441
1119,Pimm’s no. 1 4 to,ENG,True,,3.0,Liqueur,,"Pimm’s No. 1 is consistently described as a gin-based liqueur, specifically a type of fruit cup or 'cup' liqueur, with a blend of gin, fruit, spices, and botanicals. Multiple authoritative sources—inc",2025-08-20T19:23:17.776352
1120,"Poire williams (or other pear
brandy)",ENG,True,,11.0,Brandy,,"Poire Williams (or other pear brandy) is a type of fruit brandy distilled from pears, specifically the Williams pear. It is classified as an eau de vie, which is a clear, unsweetened fruit brandy. Mul",2025-08-20T19:24:35.112225
1121,"Mandarine napoléon (or other
orange liqueur)",ENG,True,,3.0,Liqueur,,"Mandarine Napoléon is an orange liqueur made from mandarin oranges, cognac, and botanicals, and is classified as a liqueur in cocktail ingredient references. It is not a rum, absinthe, beer, brandy, w",2025-08-20T19:23:34.935707
1122,"Crème de mûre (blackberry
liqueur)",ENG,True,,3.0,Liqueur,,"Crème de mûre (blackberry liqueur) is an alcoholic beverage made by macerating blackberries in neutral alcohol and adding sugar, resulting in a sweet, fruit-flavored liqueur. Multiple sources explicit",2025-08-20T19:23:34.547595
1123,Orgeat (or almond) syrup,ENG,False,,7.0,Syrup,,"Orgeat (or almond) syrup is a sweet, non-alcoholic syrup made primarily from almonds, sugar, and sometimes floral waters, and is widely used as a flavoring syrup in cocktails and beverages. Its defini",2025-08-20T19:23:34.943817
1124,Chilled club soda (optional),ENG,False,,5.0,Other not alcohol,,"Club soda is a carbonated water with added minerals, commonly used as a non-alcoholic mixer in cocktails. It does not fit categories like 'Lemonade', 'Syrup', 'Coffee', 'Fruits', 'Juice', or 'Vegetabl",2025-08-20T19:23:34.111459
1125,Chilled ginger beer,ENG,True,,6.0,Beer,,"Ginger beer, including 'chilled ginger beer,' is classified as a type of beer due to its traditional brewing process and name, even though most modern ginger beers are non-alcoholic or low in alcohol.",2025-08-20T19:24:46.992548
1126,"Chilled ginger ale or ginger
beer",ENG,True,,6.0,Beer,,"Ginger beer is a fermented, carbonated beverage that historically contained alcohol, and even though most modern commercial ginger beers are non-alcoholic, the ingredient specified here is alcoholic. ",2025-08-20T19:24:46.586453
1127,Good-quality gin,ENG,True,,0.0,No matching category,,"Gin is a distinct category of spirit, defined by its juniper-forward botanical profile and production process[1][2]. None of the provided categories—'Rum', 'Liqueur', 'Absinthe', 'Beer', 'Brandy', 'Wi",2025-08-20T19:24:49.885490
1128,Chilled tonic water,ENG,False,,5.0,Other not alcohol,,"Chilled tonic water is a non-alcoholic, carbonated soft drink flavored with quinine and sweeteners, commonly used as a mixer in cocktails. It does not fit into the categories of lemonade, syrup, coffe",2025-08-20T19:24:46.833578
1129,Dry red wine,ENG,True,,12.0,Wine,,"Dry red wine is a type of wine made from red grape varieties with minimal residual sugar, and is classified as 'wine' in both cocktail recipes and beverage taxonomy. It is not a distilled spirit, liqu",2025-08-20T19:24:47.206825
1130,"Black sambuca (such as opal
nera)",ENG,True,,3.0,Liqueur,,"Black sambuca, including brands like Opal Nera, is consistently described as an anise-flavored liqueur produced by infusing herbs and spices such as licorice and elderberries, and is classified as a l",2025-08-20T19:25:03.611862
1131,Fresh key lime or other lime juice,ENG,False,,13.0,Juice,,"Fresh key lime or other lime juice is the liquid extracted from limes, used as a sour component in cocktails and non-alcoholic drinks. It is not a whole fruit, syrup, or lemonade, but specifically a t",2025-08-20T19:25:04.038803
1132,Extra-dry vermouth,ENG,True,,12.0,Wine,,"Extra-dry vermouth is a type of vermouth, which is an aromatized and fortified wine made from a base of white wine, infused with botanicals, and fortified with neutral spirit. It is classified as a fo",2025-08-20T19:25:03.131445
1133,Chilled gin,ENG,True,,,,,"The ingredient 'Chilled gin' is a type of gin, which is a distinct category of distilled spirit flavored primarily with juniper berries[2][3][1]. None of the available categories ('Rum', 'Liqueur', 'A",2025-08-20T19:25:02.564745
1134,Noilly pratt dry vermouth,ENG,True,,12.0,Wine,,"Noilly Prat Dry Vermouth is a type of vermouth, which is a fortified and aromatized wine made from white wine and infused with botanicals. Multiple sources explicitly categorize it as a wine or fortif",2025-08-20T19:25:02.480588
1135,Or orange peel,ENG,False,,10.0,Fruits,,"Orange peel is the outer skin of the orange fruit, commonly used as a garnish or flavoring in cocktails. It is not a juice, syrup, vegetable, or a processed non-alcoholic ingredient, but rather a dire",2025-08-20T19:25:14.666686
1136,Noilly prat dry vermouth,ENG,True,,12.0,Wine,,"Noilly Prat Dry Vermouth is a type of vermouth, which is classified as a fortified and aromatized wine. It is made from wine that is fortified and infused with botanicals, and is not a spirit, liqueur",2025-08-20T19:25:15.388415
1137,"Angostura or peychaud’s
bitters",ENG,True,,3.0,Liqueur,,"Angostura and Peychaud’s bitters are highly alcoholic, concentrated herbal preparations used primarily as cocktail flavoring agents. They are made by infusing high-proof alcohol with botanicals, resul",2025-08-20T19:25:19.071664
1138,"Fresh pink (or regular)
grapefruit juice",ENG,False,,13.0,Juice,,Fresh pink (or regular) grapefruit juice is the liquid extracted from grapefruits and is commonly used as a non-alcoholic mixer in cocktails. It is specifically referred to as 'grapefruit juice' in co,2025-08-20T19:25:15.548928
1139,Egg white (optional),ENG,False,,5.0,Other not alcohol,,"Egg white is a non-alcoholic ingredient commonly used in cocktails to add texture and foam, but it is not a fruit, vegetable, juice, syrup, coffee, lemonade, or alcohol. Among the available categories",2025-08-20T19:25:15.450318
1140,Chilled white crème de cacao,ENG,True,,3.0,Liqueur,,"Chilled white crème de cacao is a type of chocolate liqueur, specifically a crème liqueur with a high sugar content and an alcohol content typically between 20–25% ABV. It is not a spirit like rum, vo",2025-08-20T19:25:31.162994
1141,Tia maria (or other co,ENG,True,,3.0,Liqueur,,"Tia Maria is a coffee-flavored liqueur made from coffee beans, Jamaican rum, vanilla, and sugar, with an alcohol content of 20%. It is consistently described as a liqueur in authoritative sources and ",2025-08-20T19:25:29.572699
1142,Kahlúa or tia maria,ENG,True,,3.0,Liqueur,,"Both Kahlúa and Tia Maria are classified as coffee liqueurs, which are sweetened alcoholic beverages flavored with coffee and other ingredients such as vanilla and sugar. Multiple sources explicitly r",2025-08-20T19:25:31.802316
1143,Kahlúa (or other co,ENG,True,,3.0,Liqueur,,"Kahlúa is a coffee-flavored liqueur made with rum, coffee, and sugar, and is consistently described as a liqueur in cocktail recipes and ingredient lists. It is not classified as rum, vodka, or any ot",2025-08-20T19:25:31.162653
1144,Pimm’s no. 1,ENG,True,,3.0,Liqueur,,"Pimm’s No. 1 is consistently described as a gin-based liqueur, made by infusing gin with fruit, herbs, and spices. Multiple authoritative sources, including Diageo Bar Academy and Wikipedia, refer to ",2025-08-20T19:25:32.795151
1145,Bacardi light or gold rum,ENG,True,,1.0,Rum,,"Bacardi light or gold rum are both types of rum: light (white) rum is a clear, mild-flavored spirit commonly used in cocktails, while gold rum is slightly aged and has more complexity. Both are distil",2025-08-20T19:25:45.803106
1146,Demerera or spiced rum,ENG,True,,1.0,Rum,,"Demerara rum is a style of rum produced in Guyana, known for its distinctive flavor and commonly used in cocktails[2][5]. Spiced rum is also a type of rum, typically infused with spices and sometimes ",2025-08-20T19:25:45.391402
1147,Good-quality light rum,ENG,True,,1.0,Rum,,"Good-quality light rum is a type of rum, specifically a light-bodied or white rum, which is commonly used in cocktails such as the Daiquiri and Mojito. It is distilled from sugarcane products and fits",2025-08-20T19:25:45.586747
1148,Cachaça (or light rum),ENG,True,,1.0,Rum,,"Cachaça is a Brazilian distilled spirit made from fermented sugarcane juice, similar to rum, which is typically made from molasses or sugarcane by-products. Although cachaça and rum have distinct prod",2025-08-20T19:25:47.540693
1149,Gold or dark rum,ENG,True,,1.0,Rum,,"Gold or dark rum are both types of rum, distinguished by their color and aging process. Gold rum is typically aged in oak barrels, giving it a richer flavor and color than white rum, while dark rum is",2025-08-20T19:25:47.903756
1150,Sugar or turbinado sugar,ENG,False,,5.0,Other not alcohol,,"Sugar and turbinado sugar are non-alcoholic sweeteners commonly used in cocktails either directly or as the base for syrups, but they are not themselves syrups, juices, fruits, or vegetables. The most",2025-08-20T19:26:03.736102
1151,Coconut sorbet or gelato,ENG,False,,5.0,Other not alcohol,,"Coconut sorbet or gelato is a frozen dessert made primarily from coconut milk, coconut cream, coconut water, sugar, and sometimes fruit juice, but it is not a fruit itself, a juice, a syrup, a vegetab",2025-08-20T19:26:05.194736
1152,Chilled cola,ENG,False,,5.0,Other not alcohol,,"Chilled cola is a carbonated soft drink and a common non-alcoholic mixer in cocktails. It does not fit into the categories of 'Lemonade', 'Syrup', 'Coffee', 'Fruits', 'Juice', or 'Vegetables'. The mos",2025-08-20T19:26:03.380979
1153,Ginger syrup or simple syrup,ENG,False,,7.0,Syrup,,"Ginger syrup and simple syrup are both sweetened liquid ingredients made by dissolving sugar in water, often with added flavors such as ginger. They are specifically referred to as 'syrup' in cocktail",2025-08-20T19:26:03.155827
1154,Fresh ginger (optional),ENG,False,,15.0,Vegetables,,"Fresh ginger is botanically classified as a rhizome, which is a type of underground stem commonly grouped with vegetables in culinary contexts. In cocktail recipes, 'fresh ginger' refers to the raw, u",2025-08-20T19:26:03.294153
1155,"Seeded, cubed watermelon",ENG,False,,10.0,Fruits,,"Seeded, cubed watermelon is the fresh, edible part of the watermelon plant, which is botanically classified as a fruit. Multiple cocktail recipes use watermelon cubes as a fruit ingredient, and it is ",2025-08-20T19:26:12.011114
1156,"Banana, peeled and sliced",ENG,False,,10.0,Fruits,,"Banana, when peeled and sliced, is a fresh fruit used directly in cocktails for its natural sweetness and texture. Multiple sources describe banana as a fruit ingredient in both alcoholic and non-alco",2025-08-20T19:26:14.269071
1157,Fresh or frozen raspberries,ENG,False,,10.0,Fruits,,"Fresh or frozen raspberries are whole, edible fruits used directly in cocktails as a garnish, muddled ingredient, or blended component. They are not processed into juice, syrup, or any other form, and",2025-08-20T19:26:12.137355
1158,Lime wheel,ENG,False,,10.0,Fruits,,"A lime wheel is a slice of fresh lime, which is a citrus fruit. It is used as a garnish in cocktails and mocktails, and is not processed into juice, syrup, or any other form. The most accurate categor",2025-08-20T19:26:13.327405
1159,"Chilled ginger beer (or
ginger ale)",ENG,True,,6.0,Beer,,"Ginger beer (and ginger ale) are carbonated beverages commonly used as mixers in cocktails, but despite the name, most commercial ginger beer is non-alcoholic. However, when specified as 'alcoholic,' ",2025-08-20T19:26:12.861685
1160,Tangerine (or orange),ENG,False,,10.0,Fruits,,"Tangerine (or orange) is a whole fruit, and in cocktail recipes it is commonly used either as a fresh fruit, garnish, or muddled ingredient, distinct from its juice form. The most appropriate category",2025-08-20T19:26:25.473176
1161,"Stolichnaya lemon vodka (or
other lemon-",ENG,True,,14.0,Vodka,,"Stolichnaya lemon vodka is a citrus-flavored vodka, produced by infusing Stolichnaya vodka with lemon and other citrus flavors. It is classified as a flavored vodka, which falls under the broader cate",2025-08-20T19:26:27.006024
1162,"Myers’s dark or other dark
jamaican rum",ENG,True,,1.0,Rum,,"Myers’s dark or other dark Jamaican rum is a distilled spirit made from Jamaican molasses, classified specifically as a dark rum. It is not a liqueur, absinthe, beer, brandy, wine, or vodka, but rathe",2025-08-20T19:26:24.700498
1163,"Martinique rhum vieux or other
aged rum",ENG,True,,1.0,Rum,,"Martinique rhum vieux and other aged rums are distilled spirits made from sugarcane (either juice or molasses) and matured in barrels, which places them squarely in the 'Rum' category. Specifically, '",2025-08-20T19:26:25.385030
1164,Orgeat or almond-flavored syrup,ENG,False,,7.0,Syrup,,"Orgeat is a sweet, non-alcoholic syrup made from almonds, sugar, and sometimes floral water, and is widely used as a cocktail syrup. Multiple sources explicitly describe orgeat as a type of syrup, and",2025-08-20T19:26:26.037864
1165,Orange blossom (or tiny purple orchid),ENG,False,,5.0,Other not alcohol,,"The ingredient 'Orange blossom (or tiny purple orchid)' refers to a decorative edible flower or garnish, not a beverage, syrup, fruit, juice, or vegetable. It is not alcoholic and does not fit into th",2025-08-20T19:26:40.934279
1166,"Monin passion fruit syrup (or
other passion fruit syrup)",ENG,True,,,,,"Monin passion fruit syrup (and other passion fruit syrups) are non-alcoholic flavoring syrups, as confirmed by multiple sources stating they contain 0.0% alcohol and are used to add sweetness and flav",2025-08-20T19:26:40.596872
1167,"Fresh mandarin (or tangerine)
juice",ENG,False,,13.0,Juice,,"Fresh mandarin (or tangerine) juice is the liquid extracted from the fruit, used as a non-alcoholic mixer in cocktails. Multiple cocktail recipes specifically refer to 'fresh mandarin juice' or 'fresh",2025-08-20T19:26:40.123378
1168,Thinly sliced lime wheel,ENG,False,,10.0,Fruits,,"A thinly sliced lime wheel is a garnish made from the whole lime fruit, sliced crosswise. Limes are botanically classified as fruits, and using a wheel as a garnish does not change its category. The m",2025-08-20T19:26:39.457654
1169,Gold or jamaican rum,ENG,True,,1.0,Rum,,"Gold rum and Jamaican rum are both types of rum, distinguished by their production methods and aging processes. Gold rum is typically aged in oak barrels, giving it a richer flavor and color than whit",2025-08-20T19:26:40.915100
1170,Almond or orgeat syrup,ENG,False,,7.0,Syrup,,"Orgeat syrup is a sweet, non-alcoholic syrup made primarily from almonds, sugar, and sometimes floral water, and is widely used as a cocktail syrup ingredient. It is classified as a syrup in culinary ",2025-08-20T19:26:52.615066
1171,Cachaça or light rum,ENG,True,,1.0,Rum,,"Both cachaça and light rum are distilled spirits made from sugarcane. Cachaça is produced from fresh sugarcane juice, while rum (including light rum) is typically made from molasses, a byproduct of su",2025-08-20T19:26:51.545005
1172,"Pomegranate syrup (real
grenadine)",ENG,False,,7.0,Syrup,,"Pomegranate syrup (real grenadine) is a sweet, non-alcoholic liquid made by combining pomegranate juice and sugar, typically used as a syrup in cocktails and mocktails. Multiple sources explicitly des",2025-08-20T19:26:53.815386
1173,Mango juice or nectar,ENG,False,,13.0,Juice,,"Mango juice or nectar is a liquid extracted from mango fruit, commonly used as a beverage and cocktail ingredient. It is classified as a juice, similar to orange or apple juice, and is distinct from s",2025-08-20T19:26:53.031734
1174,"99 bananas liqueur (or
crème de banane)",ENG,True,,3.0,Liqueur,,"99 Bananas liqueur is a banana-flavored alcoholic beverage with 49.5% ABV, explicitly described as a liqueur by multiple authoritative sources[1][2][3][4]. Crème de banane is also a type of banana liq",2025-08-20T19:26:52.244425
1175,"Vanilla-infused rum (see page
247)",ENG,True,,1.0,Rum,,"Vanilla-infused rum is a spirit where vanilla beans are infused into a base of rum, resulting in a flavored rum product. It remains fundamentally a type of rum, not a liqueur, as it does not typically",2025-08-20T19:27:04.951466
1176,Light or gold rum,ENG,True,,1.0,Rum,,"Light or gold rum are both types of rum, distinguished by their color and aging process but sharing the same base spirit category. Light rum (also called white or silver rum) is typically clear and li",2025-08-20T19:27:06.555434
1177,"Spiced rum (such as captain
morgan)",ENG,True,,1.0,Rum,,"Spiced rum is a type of rum that is infused with spices such as cinnamon, vanilla, cloves, and others, but its base spirit is still rum. It is not classified as a liqueur or any other spirit type in t",2025-08-20T19:27:05.853872
1178,"Chocolate liqueur (such as
godiva)",ENG,True,,3.0,Liqueur,,"Chocolate liqueur (such as Godiva) is an alcoholic beverage made by combining chocolate with a distilled spirit, typically resulting in a sweet, flavored spirit classified as a liqueur. It is not a ty",2025-08-20T19:27:04.943647
1179,Malibu rum (or other coconut-,ENG,True,,3.0,Liqueur,,"Malibu rum is technically a coconut liqueur, not a pure rum. It is made by blending Caribbean rum with coconut flavor and sweeteners, resulting in a lower alcohol content (21% ABV) and a sweet, syrupy",2025-08-20T19:27:04.445909
1180,"Pineapple-infused rum (see
page 247)",ENG,True,,1.0,Rum,,"Pineapple-infused rum is a spirit made by infusing rum with pineapple, either through maceration or flavoring, but the base and primary alcohol remains rum. Commercial examples such as Plantation Pine",2025-08-20T19:27:20.217041
1181,"Pernod (or other absinthe
substitute)",ENG,True,,4.0,Absinthe,,"Pernod is an anise-flavored spirit created as a substitute for absinthe after absinthe was banned, and it is commonly used in cocktails as an absinthe alternative. While technically an anise liqueur a",2025-08-20T19:27:19.191093
1182,Gold (añejo) rum,ENG,True,,1.0,Rum,,"Gold (añejo) rum is a type of rum that has been aged, giving it a golden color and richer flavor profile. The term 'añejo' specifically refers to aged rum, and multiple sources confirm that añejo or g",2025-08-20T19:27:19.370168
1183,"Pepper-infused tequila (see
page 71)",ENG,True,,0.0,,,"Pepper-infused tequila is a type of tequila that has been flavored by infusing it with chili peppers, but it remains fundamentally a tequila-based spirit[1][2][3][4][5]. However, none of the available",2025-08-20T19:27:19.548367
1184,Triple sec or other orange liqueur,ENG,True,,3.0,Liqueur,,"Triple sec and other orange liqueurs are classified as liqueurs because they are sweetened, flavored spirits made by infusing neutral alcohol with orange peels and sugar[3][2][4]. They are not rum, br",2025-08-20T19:27:18.371562
1185,"Washed, stemmed, halved orange
cherry tomatoes",ENG,False,,15.0,Vegetables,,"Cherry tomatoes, including orange varieties, are botanically classified as fruits but are universally treated as vegetables in culinary and cocktail contexts. They are not sweet fruits used for garnis",2025-08-20T19:27:33.828826
1186,"Garlic, finely minced",ENG,False,,15.0,Vegetables,,"Garlic is botanically classified as a vegetable and is commonly used as a savory ingredient in cocktails such as Bloody Marys and other savory drinks[3][4]. It is not a fruit, juice, syrup, or lemonad",2025-08-20T19:27:32.297875
1187,Tomato or v8 juice,ENG,False,,13.0,Juice,,"Tomato juice and V8 juice are both classified as juices, as they are beverages made by extracting liquid from tomatoes or a blend of vegetables, respectively. Tomato juice is specifically described as",2025-08-20T19:27:34.365472
1188,"Clove garlic,",ENG,False,,15.0,Vegetables,,"Clove garlic is a non-alcoholic, plant-based ingredient commonly used in both culinary and cocktail applications for its savory, aromatic qualities. Botanically, garlic is classified as a vegetable, a",2025-08-20T19:27:33.385604
1189,"Tabasco sauce or other hot
sauce",ENG,False,,5.0,Other not alcohol,,"Tabasco sauce and other hot sauces are non-alcoholic condiments made primarily from chili peppers, vinegar, and salt, and are used to add heat and flavor to cocktails. They do not fit into categories ",2025-08-20T19:28:34.865312
1190,Kahlúa (or tia maria),ENG,True,,3.0,Liqueur,,"Kahlúa and Tia Maria are both classified as coffee liqueurs, which are sweet, flavored alcoholic beverages made by infusing coffee and other flavors into a spirit base, typically rum. Multiple authori",2025-08-20T19:28:42.430683
1191,"Vanilla-infused tequila (see
page 71)",ENG,True,,0.0,Tequila,,"Vanilla-infused tequila is a spirit where tequila, a distilled alcoholic beverage made from the blue agave plant, is infused with vanilla for added flavor. Among the available categories, none specifi",2025-08-20T19:28:44.398463
1192,"Citrónge (or other orange
liqueur)",ENG,True,,3.0,Liqueur,,"Citrónge is described as an orange liqueur, specifically a clear, orange-flavored liqueur made with orange peels, neutral spirit, and sugar. It is used in cocktails as a substitute for triple sec or c",2025-08-20T19:28:42.818012
1193,"Sliced, hulled fresh strawberries",ENG,False,,10.0,Fruits,,"Sliced, hulled fresh strawberries are the whole, unprocessed fruit used as a cocktail ingredient. Multiple sources confirm that strawberries are classified as fruits and are commonly used fresh, muddl",2025-08-20T19:28:42.331220
1194,Good-quality reposado tequila,ENG,True,,14.0,Vodka,,"Reposado tequila is a type of tequila, which is a distilled spirit made from the blue agave plant and aged in oak barrels for 2-12 months[5]. None of the provided categories specifically list 'Tequila",2025-08-20T19:28:41.564230
1195,Thinly sliced english cucumber,ENG,False,,15.0,Vegetables,,"English cucumber is botanically classified as a vegetable and is used in cocktails either as juice, slices, or garnish. The ingredient 'thinly sliced english cucumber' is not a fruit, juice, or syrup,",2025-08-20T19:28:59.248109
1196,Small pink orchids (optional,ENG,False,,5.0,Other not alcohol,,"Small pink orchids are edible flowers commonly used as garnishes in cocktails and desserts, but they are not fruits, vegetables, juice, syrup, coffee, lemonade, or alcohol. The most appropriate catego",2025-08-20T19:28:56.776717
1197,"Nectarine, pitted and sliced",ENG,False,,10.0,Fruits,,"A nectarine is a type of stone fruit, and when used pitted and sliced in cocktails, it is utilized as a fresh fruit ingredient rather than as a juice, syrup, or other processed form. Multiple cocktail",2025-08-20T19:28:57.161206
1198,Triple sec or cointreau,ENG,True,,3.0,Liqueur,,"Both Triple sec and Cointreau are orange-flavored liqueurs. Cointreau is specifically described as a premium orange liqueur and a type of triple sec, which itself is a category of orange-flavored liqu",2025-08-20T19:28:57.127785
1199,"Maraschino cherry juice (from a
jar of cherries)",ENG,False,,5.0,Other not alcohol,,"Maraschino cherry juice from a jar is a sweet, flavored syrupy liquid used as a cocktail ingredient, but it is not a pure fruit juice nor a standard syrup. It is a byproduct of preserving cherries in ",2025-08-20T19:28:59.116617
1200,Grenadine (or chambord),ENG,False,,7.0,Syrup,,"Grenadine is a nonalcoholic bar syrup commonly used in cocktails, distinguished by its sweetness, mild flavor, and red color[1][2][3][4]. It is made from fruit juices and sugar, resulting in a thick, ",2025-08-20T19:29:09.783260
1201,Good-quality silver tequila,ENG,True,,1.0,Rum,,"None of the available categories directly match tequila, which is a distinct distilled spirit made from the blue agave plant[1]. The provided list does not include 'Tequila' or 'Agave Spirits.' Of the",2025-08-20T19:29:11.112760
1202,Vodka (regular or apple,ENG,True,,14.0,Vodka,,"The ingredient 'Vodka (regular or apple)' refers to vodka, which is a distilled spirit that can be unflavored (regular) or flavored (such as apple). Both regular vodka and apple-flavored vodka are cla",2025-08-20T19:29:11.504457
1203,Apple purée (or apple juice),ENG,False,,13.0,Juice,,"Apple purée and apple juice are both liquid or semi-liquid forms derived from apples and are commonly used as juice components in cocktails. Apple juice is explicitly a juice, and apple purée, when us",2025-08-20T19:29:12.069811
1204,"Horseradish (freshly grated, if
possible)",ENG,False,,15.0,Vegetables,,"Horseradish is a root vegetable, as explicitly described in multiple sources, and is used freshly grated in cocktail recipes for its pungent flavor. It is not a fruit, juice, syrup, or any of the othe",2025-08-20T19:29:11.548408
1205,Vodka (or pepper-flavored vodka),ENG,True,,14.0,Vodka,,"Vodka, including pepper-flavored vodka, is a distilled spirit that falls under the 'Vodka' category. Flavored vodkas are considered a sub-type of vodka and are used in cocktails in the same way as reg",2025-08-20T19:29:24.528363
1206,Chilled tomato juice,ENG,False,,13.0,Juice,,"Chilled tomato juice is a non-alcoholic liquid extracted from tomatoes and is widely recognized as a type of juice, commonly used in cocktails such as the Bloody Mary. Authoritative sources describe t",2025-08-20T19:29:25.180536
1207,"Wasabi (or prepared
horseradish)",ENG,False,,15.0,Vegetables,,"Wasabi and prepared horseradish are both plant roots commonly used as spicy condiments, and both are botanically classified as vegetables. In cocktail recipes, wasabi is used for its pungent, vegetal ",2025-08-20T19:29:24.120823
1208,Vodka (or vanilla-flavored vodka),ENG,True,,14.0,Vodka,,"Vodka, including vanilla-flavored vodka, is a distilled spirit that falls under the 'Vodka' category. Flavored vodkas are considered a sub-type of vodka and are used interchangeably with unflavored vo",2025-08-20T19:29:25.638243
1209,"Godiva chocolate liqueur (or
dark crème de cacao)",ENG,True,,3.0,Liqueur,,"Godiva chocolate liqueur and dark crème de cacao are both classified as liqueurs, which are sweetened spirits flavored with chocolate or cocoa. Multiple sources explicitly describe Godiva chocolate li",2025-08-20T19:29:24.569845
